load 2 P A,load 2 Q A,load2 P B,load 2 Q B,load 2 P C,load 2 Q C,load 1 P A,load 1 A,load 1 P B,load 1 Q B,load 1 P C,load 1 Q C,load 3 P,load 3 Q
0.1785,0.086451496,0.191619018,0.09122319,0.183189583,0.090187183,0.2235,0.10824599,0.233585483,0.11271282,0.234957512,0.113779011,0.1,0.04843221
0.1785,0.086451496,0.189293018,0.089952313,0.179992988,0.087085735,0.2335,0.113089211,0.237817746,0.116669707,0.242030873,0.120405588,0.12,0.058118653
0.1785,0.086451496,0.185624283,0.087434557,0.182875587,0.090533412,0.2285,0.110667601,0.239770169,0.113218321,0.244732694,0.117075282,0.1,0.04843221
0.1785,0.086451496,0.195469013,0.091092452,0.181470922,0.08685187,0.2235,0.10824599,0.233760464,0.111137782,0.238064258,0.112083739,0.12,0.058118653
0.1785,0.086451496,0.183446075,0.089760427,0.18096458,0.089790473,0.2335,0.113089211,0.239830476,0.113584893,0.243419297,0.117835987,0.1,0.04843221
0.1785,0.086451496,0.195876144,0.090329337,0.179700168,0.087283889,0.2335,0.113089211,0.240681124,0.116225851,0.242587408,0.121076568,0.1,0.04843221
0.1785,0.086451496,0.185188175,0.090900315,0.184728619,0.086804241,0.2285,0.110667601,0.233003345,0.113316161,0.242221957,0.118938739,0.1,0.04843221
0.1785,0.086451496,0.195980266,0.089081555,0.182255538,0.089009518,0.2235,0.10824599,0.228440845,0.111159592,0.231919466,0.112968948,0.1,0.04843221
0.1785,0.086451496,0.191593973,0.089986648,0.178929128,0.088115515,0.2385,0.115510822,0.243814553,0.117865385,0.252730015,0.11797448,0.12,0.058118653
0.1785,0.086451496,0.184665916,0.086555682,0.179657784,0.089176859,0.2285,0.110667601,0.232456255,0.11209555,0.241180597,0.117448373,0.1,0.04843221
0.1785,0.086451496,0.192323502,0.088164588,0.184294377,0.089767535,0.2235,0.10824599,0.228489151,0.108974026,0.23739055,0.110843809,0.1,0.04843221
0.1785,0.086451496,0.185066732,0.093627713,0.182627489,0.087951353,0.2335,0.113089211,0.236541922,0.115609407,0.245925405,0.117427719,0.1,0.04843221
0.1785,0.086451496,0.190130274,0.087669135,0.186782434,0.089408066,0.2335,0.113089211,0.233503488,0.117267141,0.236403367,0.11759478,0.12,0.058118653
0.1785,0.086451496,0.19387013,0.094025642,0.18071121,0.088733961,0.2385,0.115510822,0.24940003,0.117685546,0.254442182,0.118426959,0.12,0.058118653
0.1785,0.086451496,0.18790044,0.090296948,0.187044691,0.089267803,0.2335,0.113089211,0.23902743,0.11467551,0.245587676,0.120249355,0.1,0.04843221
0.1735,0.084029885,0.17901046,0.086723317,0.174979053,0.085111588,0.2235,0.10824599,0.226484401,0.11276568,0.237261652,0.116083096,0.1,0.04843221
0.1785,0.086451496,0.185296122,0.088066438,0.18326123,0.088685363,0.2285,0.110667601,0.237738896,0.114219082,0.239838628,0.117565976,0.1,0.04843221
0.1785,0.086451496,0.194750363,0.093653933,0.183856301,0.090201599,0.2235,0.10824599,0.227782511,0.108467742,0.233653335,0.10953891,0.1,0.04843221
0.1785,0.086451496,0.19240502,0.088896287,0.185831726,0.089552991,0.2335,0.113089211,0.23988574,0.113936253,0.244342631,0.119502075,0.1,0.04843221
0.1735,0.084029885,0.182817372,0.090715433,0.179022187,0.085649178,0.2385,0.115510822,0.248887142,0.116293844,0.257223792,0.121880079,0.12,0.058118653
0.1785,0.086451496,0.185419172,0.090200915,0.18455708,0.08979536,0.2285,0.110667601,0.233597126,0.11301641,0.235131946,0.116796782,0.1,0.04843221
0.1735,0.084029885,0.189561878,0.092068727,0.178812506,0.084652397,0.2335,0.113089211,0.241867283,0.114289203,0.246704194,0.118990022,0.1,0.04843221
0.1785,0.086451496,0.195678151,0.092059451,0.185866629,0.090228725,0.2335,0.113089211,0.238505155,0.117487769,0.246448741,0.121689515,0.12,0.058118653
0.1735,0.084029885,0.182536835,0.092025,0.18074596,0.086102968,0.2335,0.113089211,0.241124605,0.117387188,0.243910119,0.119097926,0.1,0.04843221
0.1785,0.086451496,0.189574476,0.0920544,0.181315836,0.090229542,0.2335,0.113089211,0.244494461,0.11542511,0.251093841,0.118324328,0.1,0.04843221
0.1785,0.086451496,0.192923932,0.088975948,0.183825843,0.090083218,0.2335,0.113089211,0.234191027,0.116823339,0.243519266,0.121593167,0.1,0.04843221
0.1785,0.086451496,0.182688447,0.090391217,0.179864098,0.088718428,0.2285,0.110667601,0.232925862,0.113460993,0.236894803,0.118822629,0.1,0.04843221
0.1785,0.086451496,0.191372288,0.089750201,0.184943323,0.088402725,0.2235,0.10824599,0.234565621,0.108902065,0.244055887,0.110634646,0.12,0.058118653
0.1735,0.084029885,0.186486022,0.086509338,0.177409323,0.085366043,0.2335,0.113089211,0.243959325,0.114064261,0.250849606,0.115454295,0.1,0.04843221
0.1785,0.086451496,0.190868196,0.094574651,0.184805327,0.086737752,0.2185,0.10582438,0.219791005,0.106674858,0.2289283,0.108231944,0.1,0.04843221
0.1785,0.086451496,0.188672506,0.092651103,0.183894129,0.090128767,0.2335,0.113089211,0.236202932,0.114869366,0.238590208,0.115960573,0.1,0.04843221
0.1735,0.084029885,0.18741547,0.084891865,0.17922937,0.08573132,0.2285,0.110667601,0.237451127,0.114040559,0.238765991,0.11514612,0.1,0.04843221
0.1785,0.086451496,0.188007467,0.086464837,0.179900909,0.08831681,0.2335,0.113089211,0.243216844,0.116465934,0.246974554,0.117987971,0.12,0.058118653
0.1785,0.086451496,0.179220972,0.093570918,0.182763429,0.087561041,0.2235,0.10824599,0.224306697,0.111864277,0.226498256,0.112659899,0.1,0.04843221
0.1735,0.084029885,0.185595085,0.091552584,0.176460703,0.087962262,0.2335,0.113089211,0.240864481,0.114362579,0.25200827,0.118744798,0.12,0.058118653
0.1785,0.086451496,0.191893307,0.092081153,0.185499941,0.086584949,0.2335,0.113089211,0.233674184,0.115550218,0.23735049,0.118688544,0.1,0.04843221
0.1785,0.086451496,0.185815853,0.090298251,0.183778774,0.087832319,0.2335,0.113089211,0.240540798,0.117753691,0.24723209,0.119200322,0.12,0.058118653
0.1785,0.086451496,0.196335849,0.094202684,0.184985761,0.087079467,0.2335,0.113089211,0.233971389,0.113294257,0.241171447,0.117964518,0.1,0.04843221
0.1785,0.086451496,0.178999722,0.087242811,0.180651577,0.089165531,0.2235,0.10824599,0.22608069,0.112392325,0.227853869,0.116122251,0.1,0.04843221
0.1735,0.084029885,0.180062274,0.089223317,0.177961481,0.085704095,0.2285,0.110667601,0.229651703,0.113431815,0.23383004,0.113787176,0.1,0.04843221
0.1785,0.086451496,0.184696025,0.087840026,0.184200494,0.089508861,0.2235,0.10824599,0.224088453,0.110351699,0.23440159,0.115147871,0.12,0.058118653
0.1785,0.086451496,0.1865358,0.092716908,0.184892519,0.086745979,0.2385,0.115510822,0.247506074,0.118560671,0.248730976,0.120832738,0.12,0.058118653
0.1785,0.086451496,0.18601599,0.089307371,0.179144211,0.087659466,0.2235,0.10824599,0.231043938,0.111317269,0.240276831,0.111999355,0.1,0.04843221
0.1785,0.086451496,0.186435045,0.090152765,0.179486595,0.087543586,0.2335,0.113089211,0.24415643,0.115697567,0.248602031,0.120979531,0.1,0.04843221
0.1785,0.086451496,0.180163572,0.093789651,0.182925371,0.088103268,0.2335,0.113089211,0.241419096,0.113747093,0.249902801,0.117615095,0.1,0.04843221
0.1785,0.086451496,0.194808251,0.087860654,0.18375435,0.090168529,0.2335,0.113089211,0.243768922,0.117157316,0.251897739,0.122483584,0.1,0.04843221
0.1785,0.086451496,0.192280473,0.090613264,0.181095257,0.089567874,0.2285,0.110667601,0.233645284,0.11141675,0.244064632,0.113334138,0.1,0.04843221
0.1785,0.086451496,0.186414166,0.091517124,0.183931291,0.088350115,0.2335,0.113089211,0.237699487,0.117695589,0.243373325,0.119718221,0.1,0.04843221
0.1785,0.086451496,0.178900117,0.092137775,0.181847819,0.087906569,0.2285,0.110667601,0.231153838,0.114459708,0.232829822,0.119581048,0.1,0.04843221
0.1785,0.086451496,0.182276959,0.092710551,0.178724764,0.090183959,0.2385,0.115510822,0.242062185,0.119931313,0.245292016,0.121039843,0.1,0.04843221
0.1785,0.086451496,0.188422587,0.08843125,0.180128793,0.086812451,0.2385,0.115510822,0.250153559,0.115704806,0.259116986,0.116489116,0.1,0.04843221
0.1735,0.084029885,0.188389531,0.089638412,0.175930889,0.084904788,0.2335,0.113089211,0.244995635,0.115474234,0.254975571,0.119301161,0.1,0.04843221
0.1785,0.086451496,0.181575039,0.086496564,0.185026897,0.087558672,0.2285,0.110667601,0.237146656,0.112214982,0.240163038,0.113210338,0.1,0.04843221
0.1735,0.084029885,0.181135336,0.090981801,0.180065513,0.0880113,0.2335,0.113089211,0.243613659,0.114684236,0.24621,0.119475949,0.1,0.04843221
0.1735,0.084029885,0.176663281,0.089487871,0.180479726,0.086144408,0.2285,0.110667601,0.236058694,0.115314954,0.243896971,0.119261034,0.12,0.058118653
0.1785,0.086451496,0.192302412,0.094123266,0.186058978,0.090046524,0.2285,0.110667601,0.23396703,0.114559389,0.239148129,0.115443422,0.1,0.04843221
0.1785,0.086451496,0.187505392,0.095091408,0.180984507,0.090159025,0.2185,0.10582438,0.220636476,0.109517284,0.224223708,0.112722479,0.1,0.04843221
0.1785,0.086451496,0.183350224,0.092036334,0.187175277,0.089356915,0.2235,0.10824599,0.232679709,0.109527925,0.237073815,0.113547084,0.1,0.04843221
0.1785,0.086451496,0.190055018,0.087783231,0.185489631,0.090096164,0.2335,0.113089211,0.245145473,0.116778453,0.251424337,0.117571453,0.12,0.058118653
0.1785,0.086451496,0.182264973,0.087716148,0.179128722,0.089726769,0.2335,0.113089211,0.242063844,0.115930592,0.252729299,0.121064186,0.1,0.04843221
0.1735,0.084029885,0.174262892,0.088331891,0.181133606,0.084748398,0.2385,0.115510822,0.239074959,0.120601299,0.241830175,0.1262035,0.12,0.058118653
0.1785,0.086451496,0.194994492,0.091938544,0.182758907,0.088680215,0.2285,0.110667601,0.230146556,0.111161792,0.231502111,0.115416941,0.1,0.04843221
0.1785,0.086451496,0.190951166,0.089059404,0.182160855,0.090154174,0.2185,0.10582438,0.229037259,0.111085137,0.232782858,0.111592248,0.1,0.04843221
0.1785,0.086451496,0.180014063,0.086941623,0.179272431,0.0900967,0.2235,0.10824599,0.231858513,0.113056656,0.240653538,0.114690215,0.1,0.04843221
0.1785,0.086451496,0.190732491,0.094724678,0.187316277,0.086732009,0.2385,0.115510822,0.248828613,0.118962481,0.251699133,0.122930481,0.1,0.04843221
0.1785,0.086451496,0.188975243,0.087882026,0.178661352,0.087058434,0.2185,0.10582438,0.222061163,0.108571669,0.226054108,0.11204117,0.12,0.058118653
0.1735,0.084029885,0.186057704,0.086055495,0.181546991,0.087697363,0.2235,0.10824599,0.233353076,0.108506246,0.236738536,0.111027808,0.1,0.04843221
0.1735,0.084029885,0.17500018,0.086400479,0.177328571,0.088217084,0.2285,0.110667601,0.228743273,0.115601059,0.233354383,0.117976468,0.1,0.04843221
0.1785,0.086451496,0.187539951,0.088982368,0.18547329,0.089927432,0.2235,0.10824599,0.228116852,0.111400642,0.236065165,0.114397387,0.12,0.058118653
0.1785,0.086451496,0.184223752,0.089582289,0.183843662,0.087946903,0.2235,0.10824599,0.227695549,0.110640585,0.236932625,0.115070292,0.12,0.058118653
0.1785,0.086451496,0.180218868,0.093945348,0.183158071,0.086578773,0.2285,0.110667601,0.237563891,0.111890289,0.243798486,0.114085069,0.1,0.04843221
0.1735,0.084029885,0.180755552,0.088139774,0.177822189,0.088104031,0.2235,0.10824599,0.229835608,0.108566135,0.232473819,0.109565321,0.1,0.04843221
0.1735,0.084029885,0.182606507,0.088142751,0.173529865,0.08557951,0.2335,0.113089211,0.24394667,0.114378695,0.25043423,0.115409332,0.1,0.04843221
0.1735,0.084029885,0.180906385,0.090441251,0.176779323,0.084730529,0.2285,0.110667601,0.239381598,0.112448906,0.247807355,0.113233873,0.12,0.058118653
0.1785,0.086451496,0.194446429,0.087474264,0.184383335,0.088394126,0.2335,0.113089211,0.240431657,0.113614041,0.241256184,0.1164708,0.1,0.04843221
0.1785,0.086451496,0.182673852,0.090448916,0.181443853,0.090055913,0.2335,0.113089211,0.234026025,0.114373785,0.239208558,0.115370041,0.1,0.04843221
0.1785,0.086451496,0.188401975,0.087132137,0.186799866,0.089708035,0.2335,0.113089211,0.238411714,0.117168918,0.239938616,0.12126867,0.1,0.04843221
0.1785,0.086451496,0.193906161,0.090041853,0.182232505,0.090508599,0.2135,0.103402769,0.217834329,0.108544692,0.218149292,0.113377268,0.1,0.04843221
0.1735,0.084029885,0.174901087,0.087973318,0.181913426,0.087872993,0.2185,0.10582438,0.226321534,0.106539068,0.234580837,0.107420975,0.1,0.04843221
0.1735,0.084029885,0.18526277,0.087273489,0.181697078,0.085676607,0.2185,0.10582438,0.223642597,0.110166814,0.231537448,0.114712708,0.1,0.04843221
0.1785,0.086451496,0.195600841,0.090817459,0.184266145,0.087409307,0.2335,0.113089211,0.23563625,0.116738968,0.235878398,0.11817376,0.1,0.04843221
0.1785,0.086451496,0.183774442,0.095049688,0.18290622,0.089326696,0.2335,0.113089211,0.241654484,0.117552764,0.252625205,0.12212891,0.1,0.04843221
0.1785,0.086451496,0.180172209,0.094794634,0.182155885,0.08727918,0.2335,0.113089211,0.238784221,0.114365413,0.245626246,0.119785825,0.1,0.04843221
0.1785,0.086451496,0.185566837,0.093181519,0.184548678,0.087896246,0.2335,0.113089211,0.241315648,0.11369027,0.25135855,0.117809481,0.12,0.058118653
0.1785,0.086451496,0.191756268,0.090238783,0.183548208,0.090320841,0.2385,0.115510822,0.243154368,0.117034213,0.251832023,0.118551128,0.1,0.04843221
0.1735,0.084029885,0.187692961,0.090649431,0.178244882,0.088100015,0.2335,0.113089211,0.2431582,0.11413668,0.253063669,0.118548372,0.1,0.04843221
0.1785,0.086451496,0.181657375,0.089649878,0.179797842,0.088076276,0.2335,0.113089211,0.240647201,0.118213254,0.241756194,0.120160334,0.1,0.04843221
0.1735,0.084029885,0.174855026,0.084871115,0.173823132,0.085712994,0.2335,0.113089211,0.241454722,0.115511056,0.245513449,0.11716218,0.1,0.04843221
0.1785,0.086451496,0.18122851,0.087439901,0.184047473,0.086508804,0.2335,0.113089211,0.244415822,0.114006939,0.251542932,0.11759563,0.1,0.04843221
0.1785,0.086451496,0.184062206,0.094941303,0.185601267,0.089457863,0.2235,0.10824599,0.230223805,0.111351048,0.238981068,0.11276832,0.12,0.058118653
0.1785,0.086451496,0.179305393,0.091105652,0.18707717,0.090335989,0.2335,0.113089211,0.243199859,0.115634578,0.252290678,0.119856141,0.12,0.058118653
0.1735,0.084029885,0.185920599,0.0848641,0.181328225,0.084968319,0.2135,0.103402769,0.219421822,0.104370032,0.219470887,0.108552378,0.1,0.04843221
0.1785,0.086451496,0.178869705,0.092868772,0.181790605,0.0883215,0.2335,0.113089211,0.241944096,0.117337318,0.243122128,0.122656353,0.1,0.04843221
0.1785,0.086451496,0.188254288,0.092283258,0.180566958,0.087203197,0.2335,0.113089211,0.233802565,0.11753057,0.244734014,0.121649048,0.1,0.04843221
0.1785,0.086451496,0.189273799,0.088450094,0.185465251,0.088736926,0.2385,0.115510822,0.246536225,0.119312922,0.249032448,0.123285509,0.12,0.058118653
0.1785,0.086451496,0.19524569,0.086747524,0.185456452,0.089532523,0.2285,0.110667601,0.233050514,0.1121426,0.243960548,0.114936445,0.12,0.058118653
0.1785,0.086451496,0.191855774,0.091561208,0.179365535,0.087456181,0.2335,0.113089211,0.239760839,0.116475037,0.240801865,0.117614218,0.12,0.058118653
0.1785,0.086451496,0.187914116,0.092509978,0.187052792,0.089580633,0.2335,0.113089211,0.241287133,0.11492168,0.248125713,0.11841406,0.1,0.04843221
0.1785,0.086451496,0.178713259,0.093634871,0.1835835,0.088616351,0.2235,0.10824599,0.230829399,0.111339952,0.234202591,0.112016029,0.1,0.04843221
0.1735,0.084029885,0.173655658,0.092428088,0.178995227,0.086304673,0.2285,0.110667601,0.237731832,0.113428339,0.247963795,0.113809859,0.12,0.058118653
0.1785,0.086451496,0.187742722,0.091098566,0.185316153,0.087241784,0.2335,0.113089211,0.234036537,0.11687464,0.243830094,0.118759185,0.12,0.058118653
0.1735,0.084029885,0.18937933,0.090414415,0.180772638,0.087984429,0.2335,0.113089211,0.241306955,0.114248497,0.246431151,0.114594427,0.1,0.04843221
0.1785,0.086451496,0.180613045,0.090860505,0.185047957,0.089158989,0.2385,0.115510822,0.239165407,0.117011215,0.243850241,0.122470922,0.12,0.058118653
0.1785,0.086451496,0.182590046,0.088566788,0.185411789,0.090238472,0.2335,0.113089211,0.244771524,0.115043165,0.25293271,0.119662395,0.1,0.04843221
0.1785,0.086451496,0.180264965,0.088087761,0.18367417,0.089588528,0.2285,0.110667601,0.237645607,0.111302596,0.239323953,0.116272969,0.1,0.04843221
0.1785,0.086451496,0.191122054,0.089525812,0.180159786,0.089771192,0.2285,0.110667601,0.238027722,0.113711077,0.245831003,0.115120781,0.1,0.04843221
0.1785,0.086451496,0.187234167,0.086586034,0.184535026,0.087427199,0.2335,0.113089211,0.235278761,0.116406446,0.245360881,0.120128541,0.1,0.04843221
0.1785,0.086451496,0.186498331,0.092757241,0.185640324,0.090423136,0.2235,0.10824599,0.22459008,0.113084455,0.226567036,0.115897256,0.1,0.04843221
0.1785,0.086451496,0.194716982,0.089592899,0.178802994,0.08728188,0.2335,0.113089211,0.244423058,0.11807267,0.250363708,0.119475669,0.1,0.04843221
0.1785,0.086451496,0.187168984,0.090517354,0.182528106,0.088527583,0.2385,0.115510822,0.246944391,0.117359897,0.248729106,0.120584476,0.12,0.058118653
0.1785,0.086451496,0.180262385,0.091888094,0.18104565,0.087838052,0.2185,0.10582438,0.22018837,0.110254036,0.227136491,0.111227068,0.12,0.058118653
0.1785,0.086451496,0.180972541,0.089012549,0.186773523,0.089039659,0.2135,0.103402769,0.221336709,0.106548939,0.22137355,0.110661874,0.1,0.04843221
0.1785,0.086451496,0.181991761,0.090021072,0.179188942,0.089029211,0.2235,0.10824599,0.233360167,0.112346803,0.236225976,0.115791755,0.1,0.04843221
0.1735,0.084029885,0.187677787,0.089036268,0.180613664,0.088212047,0.2335,0.113089211,0.238819491,0.113849936,0.248764605,0.117785456,0.1,0.04843221
0.1785,0.086451496,0.19302283,0.091299855,0.178977116,0.087575705,0.2185,0.10582438,0.226197941,0.106692573,0.233814374,0.11038454,0.1,0.04843221
0.1785,0.086451496,0.19450418,0.087068691,0.179657148,0.086479224,0.2335,0.113089211,0.235108988,0.114471763,0.237081942,0.116386619,0.1,0.04843221
0.1785,0.086451496,0.193495989,0.087261496,0.179160326,0.090350359,0.2335,0.113089211,0.234356762,0.113913755,0.245637973,0.11647859,0.1,0.04843221
0.1785,0.086451496,0.195384606,0.087658733,0.178860396,0.090002888,0.2335,0.113089211,0.243121136,0.11718652,0.253773811,0.122956352,0.12,0.058118653
0.1785,0.086451496,0.184286664,0.094478113,0.181597725,0.090629889,0.2335,0.113089211,0.237090671,0.114453135,0.239406167,0.115282012,0.12,0.058118653
0.1785,0.086451496,0.181455982,0.092138281,0.185747324,0.086707798,0.2385,0.115510822,0.242314353,0.115824598,0.25004258,0.119322898,0.1,0.04843221
0.1785,0.086451496,0.179588024,0.089469845,0.182679153,0.089752085,0.2285,0.110667601,0.232505132,0.111591188,0.235185969,0.114866362,0.1,0.04843221
0.1785,0.086451496,0.185115802,0.088320526,0.181805024,0.087591002,0.2285,0.110667601,0.229969204,0.113652975,0.238721243,0.114172977,0.1,0.04843221
0.1735,0.084029885,0.180606426,0.087553329,0.177522303,0.085522358,0.2235,0.10824599,0.227508278,0.109880367,0.237859432,0.112807952,0.1,0.04843221
0.1735,0.084029885,0.184411086,0.088694615,0.178334987,0.087880593,0.2335,0.113089211,0.234801628,0.114948863,0.238038912,0.118833904,0.1,0.04843221
0.1785,0.086451496,0.188986868,0.089813997,0.184200786,0.090326241,0.2335,0.113089211,0.238713292,0.114907206,0.24158661,0.117925579,0.12,0.058118653
0.1785,0.086451496,0.194439188,0.091267985,0.183317035,0.087445246,0.2185,0.10582438,0.226043052,0.106427416,0.234222032,0.11112737,0.1,0.04843221
0.1785,0.086451496,0.185410766,0.094536698,0.183730673,0.087056663,0.2285,0.110667601,0.235047365,0.111840384,0.239500269,0.11623259,0.1,0.04843221
0.1785,0.086451496,0.184066,0.087290269,0.179847234,0.088387191,0.2235,0.10824599,0.234363624,0.108838287,0.23497997,0.114016831,0.1,0.04843221
0.1735,0.084029885,0.173509542,0.092247816,0.181125651,0.08426306,0.2385,0.115510822,0.24392678,0.119333763,0.245588615,0.12059266,0.12,0.058118653
0.1735,0.084029885,0.177890616,0.086618558,0.178537947,0.087593392,0.2335,0.113089211,0.244443275,0.116254034,0.249693156,0.116725855,0.1,0.04843221
0.1785,0.086451496,0.188228932,0.092511873,0.18515737,0.089792133,0.2335,0.113089211,0.237306865,0.115205527,0.240074047,0.1175341,0.1,0.04843221
0.1735,0.084029885,0.176405889,0.090841001,0.174207042,0.084894246,0.2335,0.113089211,0.244761354,0.115932393,0.251863672,0.117484902,0.12,0.058118653
0.1735,0.084029885,0.180846967,0.086810572,0.17839722,0.084938549,0.2285,0.110667601,0.23396534,0.111670282,0.235397325,0.115677087,0.12,0.058118653
0.1785,0.086451496,0.193759365,0.092007802,0.186176733,0.088723681,0.2285,0.110667601,0.234217252,0.112281066,0.243514753,0.114477334,0.1,0.04843221
0.1785,0.086451496,0.187966037,0.08726324,0.184156244,0.087674048,0.2285,0.110667601,0.231655177,0.113682324,0.238088584,0.114360694,0.1,0.04843221
0.1785,0.086451496,0.196259708,0.087405387,0.182988248,0.087305775,0.2235,0.10824599,0.22786785,0.108389648,0.238166172,0.108555776,0.1,0.04843221
0.1785,0.086451496,0.182553966,0.086561363,0.186894547,0.089338472,0.2385,0.115510822,0.246904329,0.115590336,0.255208759,0.119475024,0.1,0.04843221
0.1785,0.086451496,0.181727709,0.089047719,0.184153291,0.089069257,0.2385,0.115510822,0.245669838,0.119200355,0.253429841,0.123638361,0.1,0.04843221
0.1785,0.086451496,0.189974413,0.093164009,0.183510577,0.086550636,0.2185,0.10582438,0.219202379,0.1103095,0.227030917,0.111649002,0.1,0.04843221
0.1785,0.086451496,0.195662778,0.090112027,0.185697325,0.086823384,0.2185,0.10582438,0.22309483,0.106338022,0.228604534,0.108215187,0.1,0.04843221
0.1735,0.084029885,0.177094496,0.090270498,0.175476669,0.086942123,0.2335,0.113089211,0.242654848,0.117229327,0.243060374,0.121798032,0.1,0.04843221
0.1785,0.086451496,0.195250593,0.091854105,0.181165684,0.086675496,0.2235,0.10824599,0.230532302,0.108260618,0.23114716,0.110522013,0.1,0.04843221
0.1785,0.086451496,0.179792612,0.090464321,0.186162372,0.089920364,0.2285,0.110667601,0.22933007,0.114315315,0.233713143,0.118448089,0.1,0.04843221
0.1785,0.086451496,0.191158594,0.093415529,0.185824741,0.087331639,0.2285,0.110667601,0.229862392,0.113405725,0.239195879,0.114073951,0.1,0.04843221
0.1785,0.086451496,0.189596987,0.090573171,0.178849387,0.090102252,0.2335,0.113089211,0.238514025,0.117358443,0.247117164,0.119329117,0.1,0.04843221
0.1785,0.086451496,0.189624047,0.092011842,0.180631339,0.089466543,0.2385,0.115510822,0.24507403,0.117672451,0.256058671,0.118459271,0.1,0.04843221
0.1785,0.086451496,0.194187705,0.092610631,0.178583265,0.086574931,0.2285,0.110667601,0.236651427,0.11433441,0.246708183,0.116840213,0.1,0.04843221
0.1785,0.086451496,0.188525229,0.0885231,0.185589969,0.087132515,0.2385,0.115510822,0.25020682,0.11595852,0.258043503,0.120472329,0.12,0.058118653
0.1785,0.086451496,0.191466409,0.094610332,0.18072439,0.089490289,0.2235,0.10824599,0.230668455,0.111970611,0.235259542,0.116922821,0.12,0.058118653
0.1785,0.086451496,0.182461138,0.09389372,0.183629116,0.087529214,0.2185,0.10582438,0.221866155,0.106418786,0.229947916,0.107110822,0.1,0.04843221
0.1785,0.086451496,0.178789037,0.088038241,0.181913206,0.087325592,0.2285,0.110667601,0.231937154,0.11532256,0.23922626,0.120319547,0.1,0.04843221
0.1785,0.086451496,0.189961184,0.094761616,0.184622699,0.08803336,0.2235,0.10824599,0.230968233,0.109281976,0.233910813,0.110647467,0.1,0.04843221
0.1785,0.086451496,0.193248109,0.092155088,0.181712098,0.089559554,0.2135,0.103402769,0.213789793,0.106320121,0.221537022,0.110543442,0.12,0.058118653
0.1785,0.086451496,0.189211989,0.091672517,0.181956621,0.0903033,0.2235,0.10824599,0.224136677,0.109799282,0.227037439,0.114198072,0.1,0.04843221
0.1785,0.086451496,0.186969349,0.093497322,0.179644085,0.088684987,0.2135,0.103402769,0.218086814,0.105587648,0.227167366,0.10953214,0.1,0.04843221
0.1785,0.086451496,0.184781585,0.093057889,0.184488052,0.090644675,0.2335,0.113089211,0.241536957,0.11649586,0.248519563,0.11958432,0.12,0.058118653
0.1785,0.086451496,0.195322226,0.091722924,0.179570313,0.08744317,0.2185,0.10582438,0.225142237,0.106795839,0.23138527,0.109179938,0.1,0.04843221
0.1785,0.086451496,0.191865837,0.091215729,0.184772755,0.090706708,0.2285,0.110667601,0.235285254,0.111794455,0.241346979,0.115913268,0.1,0.04843221
0.1735,0.084029885,0.177334101,0.086237609,0.180162989,0.085853203,0.2335,0.113089211,0.234205738,0.118517331,0.239557947,0.12191267,0.1,0.04843221
0.1735,0.084029885,0.188452581,0.086286281,0.179473171,0.085623655,0.2235,0.10824599,0.224181807,0.108597848,0.231577111,0.112276013,0.1,0.04843221
0.1785,0.086451496,0.191765125,0.088232344,0.186614755,0.088092221,0.2335,0.113089211,0.243474541,0.115289813,0.247992517,0.118041551,0.1,0.04843221
0.1785,0.086451496,0.193216874,0.093584145,0.186406803,0.086794487,0.2335,0.113089211,0.237144734,0.116513526,0.245910868,0.116560592,0.1,0.04843221
0.1785,0.086451496,0.180105638,0.090961749,0.184591671,0.089943622,0.2385,0.115510822,0.243908555,0.120157724,0.253385941,0.125505825,0.1,0.04843221
0.1785,0.086451496,0.181904804,0.089717174,0.179894922,0.089863517,0.2285,0.110667601,0.234227463,0.112223163,0.239702772,0.113412853,0.12,0.058118653
0.1785,0.086451496,0.180101176,0.093460028,0.186292511,0.088896779,0.2335,0.113089211,0.23479098,0.113747696,0.236805807,0.118863094,0.1,0.04843221
0.1785,0.086451496,0.192649309,0.091859096,0.183958261,0.087322477,0.2335,0.113089211,0.242511773,0.115214578,0.24897948,0.115477072,0.1,0.04843221
0.1785,0.086451496,0.194307774,0.091512249,0.185960477,0.087719074,0.2335,0.113089211,0.243504759,0.118284406,0.250919559,0.121024597,0.1,0.04843221
0.1785,0.086451496,0.188321942,0.087426222,0.181360411,0.090204955,0.2335,0.113089211,0.242002345,0.114503854,0.242286614,0.119851652,0.1,0.04843221
0.1735,0.084029885,0.182025343,0.087209119,0.181846556,0.085636988,0.2235,0.10824599,0.230257469,0.108499282,0.232391594,0.111028421,0.12,0.058118653
0.1785,0.086451496,0.186159849,0.093950963,0.18712316,0.08950662,0.2185,0.10582438,0.218719479,0.109518183,0.228962239,0.112157728,0.1,0.04843221
0.1785,0.086451496,0.194364864,0.088220473,0.180281433,0.086757495,0.2335,0.113089211,0.243006146,0.118210629,0.250805344,0.123627667,0.1,0.04843221
0.1785,0.086451496,0.190406745,0.094299815,0.186519474,0.087603886,0.2335,0.113089211,0.234536783,0.114785249,0.236560623,0.120021828,0.12,0.058118653
0.1785,0.086451496,0.181018162,0.086596336,0.187057097,0.087064918,0.2285,0.110667601,0.229881772,0.113876042,0.23601771,0.11943748,0.12,0.058118653
